show_id,title,original_title,start_year,end_year,description,content_rating,average_rating,num_votes,total_seasons,total_episodes,primary_image_url
tt0085101,The Thorn Birds,The Thorn Birds,1983.0,1983.0,"In the arid 1920s Australian Outback, a Catholic priest and the beautiful niece of a vast sheep station owner stand powerless before God's will, tormented by desire. How far are they willing to go in the name of love?",Unrated,7.9,10546.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BM2IyYWMyODItNWNlZS00YWVhLWFlMWUtZDUxZmU1ZWM0ZmNlXkEyXkFqcGc@._V1_.jpg
tt0495212,Hellsing Ultimate,Hellsing Ultimate,2006.0,2012.0,"The vampire Alucard, his master Sir Integra Fairbrook Wingates Hellsing, and his newly sired ward Seras Victoria, try to protect England from a war-crazed SS-Major who seeks to start an eternal war with his vampire army.",Not Rated,8.2,28274.0,1.0,10.0,https://m.media-amazon.com/images/M/MV5BZTA2OWJiYzgtZWFiOS00ZmYyLWFiMjMtYzg5YjNlMTA5NGJjXkEyXkFqcGc@._V1_.jpg
tt0092571,Anne of Avonlea,Anne of Green Gables: The Sequel,1987.0,1987.0,Anne Shirley accepts a teaching position at a girls boarding school in a town dominated by a rich and belligerant family determined to make her life miserable.,TV-G,8.4,10497.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BOTg3ZDhiZWUtMzFjOS00N2VkLThhMGYtZDNhZDZjOWE3MjYxXkEyXkFqcGc@._V1_.jpg
tt1329539,1066: The Battle for Middle Earth,1066,2009.0,2009.0,"Despite earlier promises to pass his crown to one of his Flemish, Viking, or Norman relatives, English King Edward the Confessor dies in 1066, leaving his crown to Anglo-Saxon Harold Godwinson, causing a bloody succession war.",,6.3,890.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMTM2OTI4NzgyNV5BMl5BanBnXkFtZTcwNDc2NzY1OA@@._V1_.jpg
tt0884762,Wild China,Wild China,2008.0,2008.0,"An in-depth look at some of China's most impressive natural sites such as the ancient Han kingdom, the Mongol steppes, the Silk Road and the Tibetan Plateau.",,8.4,2905.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BYTM5NjQwN2ItOWIzMi00NTkwLWI3ZDUtYjQwYjI3ODJkNzQ5XkEyXkFqcGc@._V1_.jpg
tt0081846,Cosmos,Cosmos,1980.0,1980.0,Astronomer Carl Sagan leads us on an engaging guided tour of the various elements and cosmological theories of the universe.,TV-PG,9.3,47297.0,1.0,13.0,https://m.media-amazon.com/images/M/MV5BOTA5MWFhMzAtOWU1OS00Yjk4LTlkNGItNGI3N2VkNzcyNGU2XkEyXkFqcGc@._V1_.jpg
tt1438437,The Phantom,The Phantom,2009.0,2009.0,"Before Superman, Spiderman, and Batman, there was The Phantom, the original masked marvel, the greatest legend in the annals of 20th century comic-book crime fighting.",TV-14,5.7,2074.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BYzMxMmQ0NDgtNzAzYS00OGM1LWJkZmQtMzg3NDFlMDk5MmQ2XkEyXkFqcGc@._V1_.jpg
tt0115109,The Beast,The Beast,1996.0,1996.0,"Mysterious things happen at the coast of Graves Point: An empty boat lies at the shore, divers vanish. The sea biologist Dr. Talley thinks he knows the solution of the mystery: In the depth there is a gigantic squid.",PG-13,5.9,2983.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BOTE0ZjU5MGYtOTFjZi00MDVkLThjMTEtYzBjNzcyMTk2MzFhXkEyXkFqcGc@._V1_.jpg
tt1587373,If God Is Willing and da Creek Don't Rise,If God Is Willing and da Creek Don't Rise,2010.0,2010.0,"In 2006, director Spike Lee created an astonishing record of the cataclysmic effects of Hurricane Katrina on the city of New Orleans with his epic award-winning documentary, When the Levees Broke. Five years later, Lee returns to New Orleans, to see how the ambitious plans to reinvent the Crescent City were playing out. He finds a patchwork of hope and heartache just as a new disaster unfolds. The four-hour documentary is a continuation of the heart-rending story of destruction and rebirth of America's most unique city.",,7.6,592.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMTc5MDE5MDU4N15BMl5BanBnXkFtZTcwNzg2NDM3Mw@@._V1_.jpg
tt0172202,Buster Keaton: A Hard Act to Follow,Buster Keaton: A Hard Act to Follow,1987.0,1987.0,"A series about the life, career and works of the movie comedy genius.",,8.8,568.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BMTI4NTIxMDUyMV5BMl5BanBnXkFtZTcwNjU4MDMzMQ@@._V1_.jpg
tt1453159,The Pillars of the Earth,The Pillars of the Earth,2010.0,2010.0,"Set against a backdrop of war, religious strife and power struggles which tears lives and families apart.",TV-MA,8.0,33851.0,1.0,8.0,https://m.media-amazon.com/images/M/MV5BMTg3NDgwNjQ4MV5BMl5BanBnXkFtZTcwMzU5MjI2Mw@@._V1_.jpg
tt1321865,Carlos,Carlos,2010.0,2010.0,"The story of Venezuelan revolutionary Ilich Ramírez Sánchez, who founded a worldwide terrorist organization and raided the 1975 OPEC meeting.",Not Rated,7.6,14631.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BOWJmNTViNGItZTE4NS00OWZjLWFkYzItYTFiMzcwMTQ4ODFhXkEyXkFqcGc@._V1_.jpg
tt0465326,Elizabeth I,Elizabeth I,2005.0,2005.0,Mini-series about the the public and private lives of the later years of Queen Elizabeth I.,TV-MA,7.9,7147.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMTUyOWVlYmEtYjM5Ni00ZTk4LTkwMTgtNWJiZTBkMTI0ZjY4XkEyXkFqcGc@._V1_.jpg
tt1366312,Emma,Emma,2009.0,2009.0,"Emma Woodhouse, a wealthy young woman living in the early 19th century, whose misplaced confidence in her matchmaking abilities occasions several romantic misadventures, which leads her into deeper meanings of love and life",TV-PG,8.1,18437.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BNzkyNTg2YTItYWMyYS00YzU4LTk1NGQtOWRmZGViZDlkZDMwXkEyXkFqcGc@._V1_.jpg
tt0078588,Connections,Connections,1978.0,1978.0,"Follow James Burke through the history of science and technology in this collection of 10 1-hour episodes, starting with ""The Trigger Effect.""",,9.3,1506.0,1.0,10.0,https://m.media-amazon.com/images/M/MV5BNzlmYWY5YTktOWVjYi00NTQ0LThlYTItZTJjYzU4YmQxMWVmXkEyXkFqcGc@._V1_.jpg
tt0199208,The Day the Universe Changed,The Day the Universe Changed,1985.0,1985.0,James Burke explores key moments in Western History where new knowledge in science changed the way the modern Western world thinks.,,9.1,645.0,1.0,10.0,https://m.media-amazon.com/images/M/MV5BODYwYzM2MjMtODBmNi00ZDliLThlMWMtZjRhMGZmMTBkZWUwXkEyXkFqcGc@._V1_.jpg
tt1492030,Mildred Pierce,Mildred Pierce,2011.0,2011.0,"Divorced single mom Mildred Pierce decides to open a restaurant business, which tears at the already-strained relationship with her ambitious elder daughter, Veda.",TV-MA,7.6,24808.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BMTYxMTI3MDA2NV5BMl5BanBnXkFtZTcwMjkwODU2NA@@._V1_.jpg
tt0780362,Jane Eyre,Jane Eyre,2006.0,2006.0,"A young governess falls in love with her brooding and complex master. However, his dark past may destroy their relationship forever.",TV-PG,8.3,22841.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BZWYwMGE1YTItYjdhZS00YWRjLTg4YjMtZGFmMTY2M2RmZjAyXkEyXkFqcGc@._V1_.jpg
tt0112041,Streets of Laredo,Streets of Laredo,1995.0,1995.0,"Captain Woodrow Call, now retired from the Rangers, is a bounty hunter. He is hired by an eastern railroad baron to track down Joey Garza, a new breed of killer.",TV-14,7.2,2410.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BZTg2YmFlMzMtYzkyYS00YjE5LTgyYWItYTBjZGI0MDhjZjUzXkEyXkFqcGc@._V1_.jpg
tt0783328,Comanche Moon,Comanche Moon,2008.0,2008.0,The adventures and love lives of young Texas Rangers Woodrow Call and Augustus McCrae leading up to their retirement to the city of Lonesome Dove.,TV-14,7.1,3400.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BNjIyMzM3MTItYjhmMC00M2M2LTlhMDQtMGI3ODM3NGRmNWU3XkEyXkFqcGc@._V1_.jpg
tt0115238,Dead Man's Walk,Dead Man's Walk,1996.0,1996.0,"In this prequel to ""Lonesome Dove"", two young men join the Texas Rangers unit that's on a mission to annex Santa Fe.",PG-13,7.1,2024.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BMDlkYzYwYTItZmMyNC00YzZlLWJhMDQtOWQ5Y2YxOGExZjc4XkEyXkFqcGc@._V1_.jpg
tt1236371,Mysteries of Lisbon,Mistérios de Lisboa,2011.0,2011.0,"Follows a jealous countess, a wealthy businessman, and a young orphaned boy across Portugal, France, Italy and Brazil where they connect with a variety of mysterious individuals.",Not Rated,7.4,3637.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BOTUwM2FiMDUtZjFlMi00OTEzLWJjYWUtMDM1NzBmZDhhNzA0XkEyXkFqcGc@._V1_.jpg
tt0979263,The Trap: What Happened to Our Dream of Freedom,The Trap: What Happened to Our Dream of Freedom,2007.0,2007.0,The many ways in which Western notions of personal and political freedom are changing in the 21st Century are explored in this three-part documentary from writer and filmmaker Adam Curtis.,,8.5,2059.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BNWE2MmU1OWMtNjBmMS00YmUyLTlhZjMtOTM3MWNkMjdkODIwXkEyXkFqcGc@._V1_.jpg
tt0222581,Lentsu,Lentsu,1990.0,1990.0,A particularily virulent influenza virus wreaks havoc on Finnish everyday people. Based on a novel by the well-known Finnish humorist and satire-writer Veikko Huovinen.,,6.6,109.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BMmVmMzIzOTYtOWViZC00ZTRjLWE5MjgtOTNiYzk2YzNlMjY5XkEyXkFqcGc@._V1_.jpg
tt1718776,Dreileben,Dreileben,2011.0,,"This Trilogy saga or Mini-Series made for TV, tells three different points of view about a little neighborhood in which a prisoner who went to visit his dying mother at a hospital, escapes and must hide in the forest while a huge police man-hunt for him is being made. First you see it from the view of young 20' something couple ""love story "", then from the Police men and a specialized psychologist and finally the escaped prisoner.",,6.8,597.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BMDZmNGFlYzctNGNjMS00ZjFiLWJlNTctNmZkMmE0ZGRmODcxXkEyXkFqcGc@._V1_.jpg
tt1759871,Enon opetukset,Enon opetukset,2011.0,2011.0,,,6.0,73.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BNjEyN2Q1MjAtOGIwZS00NWYxLWI0MjAtNzU1MTI1MDdmNTlmXkEyXkFqcGc@._V1_.jpg
tt0231626,G.I. Joe: A Real American Hero - The M.A.S.S. Device,G.I. Joe: A Real American Hero,1983.0,1983.0,The GI Joe Special Missions force must battle to build a counterweapon to Cobra's teleportation device.,,8.0,2182.0,1.0,5.0,https://m.media-amazon.com/images/M/MV5BMjA0OTYwM2YtNWFmNi00MzJhLTg2OGEtMzQwZDdhMWUyZjU5XkEyXkFqcGc@._V1_.jpg
tt0231627,G.I. Joe: The Revenge of Cobra,G.I. Joe: The Revenge of Cobra,1984.0,1984.0,The GI Joe team must face Cobra's latest plot to conquer the world using a device that can control the weather.,,7.9,1177.0,1.0,5.0,https://m.media-amazon.com/images/M/MV5BOGI5NjkwMGEtNGQxZC00MmQxLWJmNzUtOTFjZTA2N2I4ZjBiXkEyXkFqcGc@._V1_.jpg
tt1226036,G.I. Joe: Operation Dragonfire,G.I. Joe: Operation Dragonfire,1989.0,1989.0,"The DIC G.I. Joe cartoon series began with a five-parter called ""Operation: Dragonfire,"" where G.I. Joe and Cobra battled around the world for sources of a mysterious energy called Dragonfire to power a new weapon.",,7.2,139.0,1.0,5.0,https://m.media-amazon.com/images/M/MV5BMzI1NzdlNTQtMTE4Yy00YzEyLTkyNWEtODNkZWQyMjAzNmVhXkEyXkFqcGc@._V1_.jpg
tt0207907,The Nazis: A Warning from History,The Nazis: A Warning from History,1997.0,1997.0,An examination of how a cultured people could have allowed Adolf Hitler's rise to power.,,8.7,1755.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BNTNlZDkyYzktZTAzYi00MzgxLWFmZTctYjhiZmFjZWRlNGY3XkEyXkFqcGc@._V1_.jpg
tt0482857,Broken Trail,Broken Trail,2006.0,2006.0,A veteran cowboy and his nephew save five Chinese girls from prostitution while trekking from Oregon to Wyoming.,Not Rated,7.7,6978.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BN2I2YzhhMjMtOTE3NC00Yjk1LThkOTgtY2Q4Mjg2N2U4NTQ1XkEyXkFqcGc@._V1_.jpg
tt1955162,All Watched Over by Machines of Loving Grace,All Watched Over by Machines of Loving Grace,2011.0,2011.0,"A series of films about how humans have been colonized by the machines we have built. Although we don't realize it, the way we see everything in the world today is through the eyes of the computers.",,8.3,2215.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BZjE4NjZmNjItMmRjMi00ZjMzLWI2MzAtMDZmZTExNjg0M2VmXkEyXkFqcGc@._V1_.jpg
tt0098769,The Civil War,The Civil War,1990.0,1990.0,A comprehensive survey of the American Civil War.,TV-14,9.0,20893.0,1.0,9.0,https://m.media-amazon.com/images/M/MV5BYTUwNTM2YTAtODA3Yi00YjU0LTliNzktM2YzMzk5NzU5ZTcyXkEyXkFqcGc@._V1_.jpg
tt1212452,Bag of Bones,Bag of Bones,2011.0,2011.0,"After his wife's sudden death, a bestselling author returns to his cabin retreat, where he receives paranormal visitations and becomes involved in a custody battle.",Not Rated,5.7,9606.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BM2Y3MTRmMTEtYjRmNi00YmU3LTlhYTgtN2FiZGY0MzliYzk3XkEyXkFqcGc@._V1_.jpg
tt0417349,North & South,North & South,2004.0,2004.0,"North and South is a four-part adaptation of Elizabeth Gaskell's love story of Margaret Hale, a middle-class southerner who is forced to move to the northern town of Milton.",TV-PG,8.6,36243.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BZjRlZWY2ZGMtOWJkNC00OTAwLWFmNWMtMGRkZWY2ZGM1YWExXkEyXkFqcGc@._V1_.jpg
tt1831575,Appropriate Adult,Appropriate Adult,2011.0,2011.0,"Dramatisation of the case of serial killers Fred and Rose West, focusing on the way in which they were brought to justice.",,7.4,4610.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMTVjNGJhZTktOWY0NS00YTIzLTk3M2ItYzQwNzBmNThkOTRlXkEyXkFqcGc@._V1_.jpg
tt0078683,The Scarlet Letter,The Scarlet Letter,1979.0,1979.0,"In 17th century Massachusetts, a married woman (whose husband has been absent for years and his whereabouts unknown) has an affair resulting in a child out of wedlock. The puritanical residents of her town condemn her to carry the Scarlet Letter of shame. Then the husband shows up.",,6.2,413.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BMTIxMjcxODU3NF5BMl5BanBnXkFtZTcwODU2NjcxMQ@@._V1_.jpg
tt0286285,Walking with Prehistoric Beasts,Walking with Beasts,2001.0,2001.0,"Using the latest digital technology, the era between the dinosaurs and man is superbly recreated by the BBC and Discovery Channel in another winning production from the coalition.",Not Rated,8.3,3376.0,2.0,11.0,https://m.media-amazon.com/images/M/MV5BYTdmYTBkNmItYzI1MS00ODM5LTkwY2ItMzYyOGM0NzMzYTgxXkEyXkFqcGc@._V1_.jpg
tt0490048,Walking with Monsters,Walking with Monsters,2005.0,2005.0,"The final installment in the ""Walking with"" series is a 90-minute documentary about the evolution of life before the dinosaurs.",Not Rated,8.2,2496.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BN2ViMjVhOTUtMmJlOC00MDBlLWJlYjYtNTBlN2VjMGUxMjAxXkEyXkFqcGc@._V1_.jpg
tt0107228,Iria: Zeiram the Animation,Iria: Zeiram the Animation,1994.0,1994.0,A monster hunter goes after a beast that could be her brother.,,7.1,933.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BN2QzODZmOTctMTYwMi00ZGJiLWEyZTctOGU0NjU0ZWY3ODVmXkEyXkFqcGc@._V1_.jpg
tt0086667,The Barchester Chronicles,The Barchester Chronicles,1982.0,1982.0,"When a crusade against the Church of England's practice of self-enrichment misfires, scandal taints the cozy community of Barchester when their local church becomes the object of a scathing, investigative report.",,8.1,1258.0,1.0,7.0,https://m.media-amazon.com/images/M/MV5BODlhZmUxODgtNGNkNy00M2VkLWEwZDUtYTUzZWQ3NWNiZWQ3XkEyXkFqcGc@._V1_.jpg
tt0996994,The War,The War,2007.0,2007.0,A seven-part series focusing on the many ways in which the Second World War impacted the lives of American families.,TV-14,9.0,5829.0,1.0,7.0,https://m.media-amazon.com/images/M/MV5BZTJkMzA4OTktM2IwMS00YTMwLWIwN2YtMDJiNzU2YTYwNzA3XkEyXkFqcGc@._V1_.jpg
tt0118489,Thomas Jefferson,Thomas Jefferson,1997.0,,A biographical film about The United States' influential and profoundly enigmatic Founding Father.,,7.7,839.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BNmRhODc3NWEtNjVlYS00NDc0LWI2N2MtZTA4Y2Y5MTE1NmQ0XkEyXkFqcGc@._V1_.jpg
tt1820723,Treasure Island,Treasure Island,2012.0,2012.0,"In 1765, young English boy Jim Hawkins gets involved with buccaneers during his quest to find pirate Captain Flint's treasure buried on a secret island.",,6.2,6395.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMjMwNDQ1NzU3OF5BMl5BanBnXkFtZTcwODY3MDc5Nw@@._V1_.jpg
tt0497298,Jekyll,Jekyll,2007.0,2007.0,"Brilliant scientist Tom Jackman shares his body with a wicked alter ego while an ancient organization monitors their conflict. Tom uses technology to watch over his sinister half and keep his family safe, as a centuries-old plan unfolds.",,8.0,7866.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BMTUzMjkzNDY0MF5BMl5BanBnXkFtZTcwNDQyMzA1MQ@@._V1_.jpg
tt0442632,Bleak House,Bleak House,2005.0,2005.0,A suspenseful tale about the injustices of the 19th Century English legal system.,TV-PG,8.3,10943.0,1.0,15.0,https://m.media-amazon.com/images/M/MV5BOTMwOGE1NGEtOWUzNS00ODI3LTk4MGQtYmRmZDIxMjQyMzFkXkEyXkFqcGc@._V1_.jpg
tt0106104,Prime Suspect 3,Prime Suspect 3,1993.0,1993.0,"Assigned to a Vice squad, Detective Chief Inspector Jane Tennison (Dame Helen Mirren) investigates a child murder and discovers a sinister link to the police.",,8.1,4176.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMjAyNDAxOTIyNl5BMl5BanBnXkFtZTcwMDYzOTMyMQ@@._V1_.jpg
tt0811026,Prime Suspect 7: The Final Act,Prime Suspect: The Final Act,2006.0,2006.0,"Approaching retirement, Jane Tennison investigates the murder of a missing girl. But the cracks soon begin to show as Jane struggles with an alcohol problem and her father's death.",,8.2,3623.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMTIyODE0NTY2OV5BMl5BanBnXkFtZTcwODQ5NjA1MQ@@._V1_.jpg
tt0365651,Prime Suspect: The Last Witness,Prime Suspect: The Last Witness,2003.0,2003.0,"Detective Superintendent Jane Tennison's (Dame Helen Mirren's) investigation of the murder of a Bosnian refugee leads her to one, or possibly two, Serbian war criminals determined to silence the last witness to a massacre a decade before.",,8.2,3327.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BMTgyMDkxMTgzNl5BMl5BanBnXkFtZTcwMjY3MTUyMQ@@._V1_.jpg
tt0368520,Love Hina Again,Love Hina Again,2002.0,2002.0,"Keitaro, Naru, and all their friends are back in an animated series based after both the specials. Keitaro's still trying to get Naru, but he isn't the only one. Of course, the other person's trying to get Naru in a different way. Keitaro's sister, Kanako, has moved into the house as the temporary manager. From the start, she has a grudge against Naru, because of her ""relationship"" with Keitaro. Kanako tries everything she can to make sure Keitaro and Naru can never be together, ever.",,6.8,763.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BODE4OWQ4ZDMtZmJmZS00N2YwLWIyNzctMDEwZmNlNTk0MjUyXkEyXkFqcGc@._V1_.jpg
tt0069684,The Age of the Medici,L'età di Cosimo de Medici,1972.0,,"This is a lengthy exposition of the social and political history of renaissance Florentine history, told through dramatised conversations between the main participants, particularly Cosimo de Medici and Brunelleschi. Among its themes are commerce and banking, artistic and scientific advances such as perspective and early automation of manufacturing processes, political processes such as taxation and voting and conflict.",,7.1,363.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BZmZmZjRiM2QtNzI0ZS00ODkxLWJiYTctMjgxMTY2ZmYzZmQyXkEyXkFqcGc@._V1_.jpg
tt1192431,We Are from the Future,My iz budushchego,2008.0,2008.0,Four present-day Russian men dig for Nazi memorabilia at a WWII battlefield. A wormhole lake sends them back to a battle in 1942 USSR.,,6.6,4206.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BMWFjYzkwNGUtOGYxZi00OTExLWEwYzctMGViMWY5NzY4ZTg3XkEyXkFqcGc@._V1_.jpg
tt0929753,Step Up Love Story,Futari Ecchi,2002.0,2004.0,"Makoto and Yura are happy newlyweds but neither of them have any prior sexual experience. Desperate to improve their sex life, they seek help from their relatives, friends and the media.",,6.1,234.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BMTQxNTY5NzY4MF5BMl5BanBnXkFtZTcwNTAwNzkxMg@@._V1_.jpg
tt2262308,Halo 4: Forward Unto Dawn,Halo 4: Forward Unto Dawn,2012.0,2012.0,UNSC Cadet Thomas Lasky must conquer his inner fears and join forces with super-soldier John-117 to take down a massive faction of the Covenant.,Not Rated,6.7,26179.0,1.0,5.0,https://m.media-amazon.com/images/M/MV5BMTQ3NDA3MjEyMF5BMl5BanBnXkFtZTcwNzY4NjU1OQ@@._V1_.jpg
tt0297994,Jungle de Ikou!,Jungle de Ikou,1997.0,1997.0,"Natsumi Rokudou, a spunky 20 year old girl receives a strange statue from her dad who's an archaeologist. Little does Natsumi know that the statue houses Ongo, a terrible monster bent on world conquest.",Not Rated,5.8,170.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BMTMwMDA5MDQ2N15BMl5BanBnXkFtZTcwNTMzNjkxMQ@@._V1_.jpg
tt0066674,Jude the Obscure,Jude the Obscure,1971.0,,"Born into poverty, young Jude refuses to accept his lot in life. As his dreams are shattered one by one, his life descends into tragedy.",,7.5,138.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BMTcyNzI1NzUwNF5BMl5BanBnXkFtZTcwMzk1MzMzMQ@@._V1_.jpg
tt0221300,Jazz,Jazz: A Film by Ken Burns,2001.0,2001.0,A survey of the musical form's history and major talents.,,8.6,2579.0,1.0,10.0,https://m.media-amazon.com/images/M/MV5BYWMzZjdmMjAtZDIyOC00YzQ5LWFiYWItZWM0MjZjM2NlNzMzXkEyXkFqcGc@._V1_.jpg
tt0230534,Les misérables,Les misérables,2000.0,2000.0,"Ex-convict Jean Valjean's pursuit of redemption and peace clashes with Javert's rigid enforcement of law. Their conflict impacts lives, including Fantine's daughter Cosette, against the backdrop of 19th-century France.",,7.6,4637.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BMTkzMzIxNTQ4MF5BMl5BanBnXkFtZTcwNzQwMDcxMQ@@._V1_.jpg
tt0089018,Manuel on the Island of Wonders,Manoel dans l'île des merveilles,1984.0,1984.0,"Manuel's fantasy travel through Time goes from Long Ago (Episode 1 - O jardim proibido / Le Jardin interdit) through Now (Episode 2 - O pique-nique dos sonhos / Le Pique-nique des rêves), arriving in the Future (Episode 3 - A pequena champeã de xadrez / La Petite Championne d'échecs).",,7.8,276.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BODVlZTJkNzAtOWQxZC00ZWJkLTliNmMtN2E2NjMzMTJkMGIyXkEyXkFqcGc@._V1_.jpg
tt1806234,Human Planet,Human Planet,2011.0,2011.0,A cinematic experience bringing you the most amazing human stories in the world. Humans and wildlife surviving in the most extreme environments on Earth,TV-PG,9.0,29658.0,1.0,8.0,https://m.media-amazon.com/images/M/MV5BMDYxN2U4YjEtZmZjYS00NmJkLTg3Y2EtZjFmNmFiNmExMDMwXkEyXkFqcGc@._V1_.jpg
tt1842793,Madagascar,Madagascar,2011.0,2011.0,"Over 80% of Madagascar's animals and plants are found nowhere else on Earth. Discover what made Madagascar so different from the rest of the world, and how evolution ran wild there.",,8.5,2364.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BYzhjZjJjMDYtNGQ2OC00MzZjLTkwMGQtMzRkYzZiNTdjY2RiXkEyXkFqcGc@._V1_.jpg
tt2070768,Palme,Palme,2012.0,2013.0,"The life and times of Olof Palme, the prime minister of Sweden until his assassination in 1986.",,7.6,1525.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BNzEzMzEwNDA0OF5BMl5BanBnXkFtZTcwNTc3NDM0OA@@._V1_.jpg
tt2092588,Frozen Planet,Frozen Planet,2011.0,2012.0,Focuses on life and the environment in both the Arctic and Antarctic.,TV-PG,9.0,35255.0,1.0,10.0,https://m.media-amazon.com/images/M/MV5BMDE0ZTZlZDItOTgzNS00Zjg4LWEwOWEtYjc1YzY2MjliZTM5XkEyXkFqcGc@._V1_.jpg
tt0427531,Mezzo Forte,Mezo forute,2000.0,2001.0,A young woman and her mercenary for hire team run afoul of a violent mob boss and his sociopath daughter.,Not Rated,6.7,1634.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BN2NmZWRkNDktZWRmOC00NzYzLWEwYjItZWQ5MGM0YWY2NmVmXkEyXkFqcGc@._V1_.jpg
tt0118248,"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",1997.0,1997.0,"In 1886, a French marine biologist aboard an American warship is scouring the Atlantic Ocean in search of a sea monster that routinely attacks and sinks passing ships.",TV-PG,5.6,1711.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BODMzMDc5NTM4MV5BMl5BanBnXkFtZTcwNTAwMTU1MQ@@._V1_.jpg
tt0321897,Daniel Deronda,Daniel Deronda,2002.0,2002.0,"Set in Victorian London, Gwendolen Harleth is drawn to Daniel Deronda, a selfless and intelligent gentleman of unknown parentage, but her own desperate need for financial security may destroy her chance at happiness.",,7.2,5331.0,1.0,4.0,https://m.media-amazon.com/images/M/MV5BMTIxOTcwNTcxNF5BMl5BanBnXkFtZTYwNjEyNDk5._V1_.jpg
tt0220924,New York: A Documentary Film,New York: A Documentary Film,1999.0,2003.0,Exploration of New York City's rich history as a complex and dynamic city that has played an unparalleled role in shaping the nation and reflecting its ideals.,,9.1,1164.0,1.0,8.0,https://m.media-amazon.com/images/M/MV5BY2RhZmY0MzAtODUyOS00ODVjLTljMzItNDIxZTFlOWFjYmU0XkEyXkFqcGc@._V1_.jpg
tt0077159,Ill-Fated Love,Amor de Perdição: Memórias de uma Família,1978.0,1978.0,A story about doomed love between two people from different worlds and the impact in their lives.,,7.3,327.0,1.0,6.0,https://m.media-amazon.com/images/M/MV5BNDBkZWE1MTMtNWFjNC00ZWEyLWJjZGMtMjBhYzM4Mzg4NmNmXkEyXkFqcGc@._V1_.jpg
tt1985443,Hatfields & McCoys,Hatfields & McCoys,2012.0,2012.0,Dramatization of the bitter blood feud between the two families on the West Virginia/Kentucky border in the years after the Civil War.,TV-14,7.9,30076.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BNDIyNDUzNzQ0Ml5BMl5BanBnXkFtZTcwNzc5Nzg3Nw@@._V1_.jpg
tt0238064,The Beach Boys: An American Family,The Beach Boys: An American Family,2000.0,2000.0,TV miniseries about the rise of The Beach Boys.,Not Rated,7.0,847.0,1.0,2.0,https://m.media-amazon.com/images/M/MV5BNDRjMjRhOTktNDVmNi00NzQ0LTg4NjktMTNkZWI1ZWY4Zjk5XkEyXkFqcGc@._V1_.jpg
