movie_id,person_id
tt0235060,nm0955443
tt0044741,nm0000041
tt0099040,nm0001005
tt0309061,nm0293726
tt0101025,nm0767022
tt0311356,nm0666674
tt0258242,nm0029242
tt0104504,nm0000776
tt0114176,nm0072586
tt0099731,nm0772522
tt0308808,nm1126861
tt0264802,nm0298586
tt0264802,nm0703300
tt0120584,nm0859016
tt0150433,nm0576548
tt0116308,nm0576548
tt0067445,nm0899581
tt0266747,nm0000907
tt0288045,nm0150906
tt0270980,nm0001878
tt0286476,nm0584630
tt0357470,nm0003768
tt0357470,nm0710272
tt0284491,nm0246503
tt0243232,nm0541391
tt0271211,nm0830010
tt0293685,nm0062425
tt0324158,nm1195308
tt0301470,nm0759207
tt0303785,nm0576548
tt0326806,nm0056006
tt0317950,nm1165224
tt0301684,nm0276349
tt0301524,nm0554880
tt0365960,nm1397579
tt0325258,nm0918873
tt0304711,nm0001338
tt0264689,nm0752783
tt0320244,nm0047259
tt0320244,nm0053190
tt0260414,nm0843640
tt0303816,nm0744834
tt0325805,nm0000631
tt0285823,nm0001675
tt0246592,nm0698119
tt0335266,nm0001068
tt0325761,nm0507185
tt0291350,nm0464804
tt0291350,nm2179963
tt0300620,nm0477035
tt0103957,nm0709752
tt0071385,nm0000953
tt0177749,nm0246903
tt0089222,nm0437596
tt0087384,nm0670282
tt0104647,nm0262595
tt0103285,nm0007139
tt0105839,nm0007139
tt0108592,nm0007139
tt0070510,nm0000953
tt0078239,nm0776317
tt0257215,nm0000806
tt0063671,nm0000953
tt0056632,nm0257698
tt0086992,nm0412465
tt0077369,nm0001603
tt0088993,nm0001681
tt0064418,nm0000037
tt0283422,nm0210701
tt0104850,nm0000118
tt0079826,nm0041932
tt0067727,nm0281507
tt0293624,nm0001099
tt0046366,nm0001120
tt0042209,nm0907779
tt0101455,nm0730422
tt0075930,nm0169540
tt0097557,nm0847749
tt0034928,nm0466113
tt0089730,nm0832573
tt0100608,nm0331998
tt0100608,nm0000647
tt0075261,nm0006639
tt0053571,nm0002031
tt0078908,nm0000343
tt0029440,nm0445033
tt0029440,nm0226189
tt0313792,nm0000095
tt0331468,nm0001214
tt0191133,nm0528718
tt0327137,nm0564827
tt0320691,nm0936482
tt0281686,nm0181741
tt0303830,nm0000626
tt0284034,nm0000801
tt0289176,nm0596636
tt0286594,nm0932216
tt0310154,nm0935863
tt0373389,nm0684850
tt0334754,nm0297202
tt0266489,nm0000362
tt0327850,nm0000916
tt0328589,nm0920108
tt0204933,nm0765307
tt0300069,nm0318795
tt0309820,nm0863254
tt0330602,nm0309996
tt0314412,nm0170043
tt0362511,nm0384862
tt0362511,nm0384863
tt0318202,nm0679928
tt0286244,nm0158984
tt0086541,nm0000343
tt0284262,nm0085515
tt0055031,nm0006452
tt0100470,nm0002699
tt0078199,nm0612322
tt0103882,nm0001554
tt0071688,nm0079906
tt0097728,nm0442454
tt0031885,nm0719756
tt0075244,nm0166769
tt0075244,nm0557543
tt0047472,nm0002045
tt0089424,nm0002199
tt0074119,nm0001587
tt0109129,nm0004838
tt0115561,nm0590813
tt0267287,nm0651900
tt0092603,nm0002196
tt0120125,nm0586482
tt0103786,nm0505152
tt0106375,nm0199722
tt0090735,nm0170113
tt0101507,nm0005436
tt0101516,nm0001469
tt0074256,nm0000570
tt0101524,nm0434571
tt0090859,nm0181902
tt0255067,nm0407067
tt0104006,nm0001587
tt0087909,nm0000783
tt0088967,nm0000600
tt0112750,nm0304521
tt0251433,nm0007139
tt0085959,nm0001402
tt0065207,nm0404606
tt0088272,nm0876227
tt0088272,nm0000142
tt0102945,nm0747849
tt0110759,nm0000952
tt0100514,nm0000142
tt0059221,nm0706347
tt0087062,nm0000907
tt0089346,nm0000484
tt0094138,nm0423333
tt0100928,nm0000142
tt0091251,nm0459552
tt0102749,nm0004886
tt0210070,nm0269502
tt0079576,nm0636165
tt0106350,nm0339245
tt0105691,nm0601881
tt0105291,nm0533334
tt0062190,nm0598723
tt0063591,nm0706347
tt0110169,nm0002835
tt0088318,nm0851724
tt0104376,nm0610496
tt0045205,nm0588183
tt0215516,nm0783544
tt0102768,nm0001566
tt0163745,nm0129132
tt0108569,nm0139111
tt0082000,nm0172826
tt0053593,nm0880618
tt0031593,nm0564970
tt0177068,nm0000401
tt0311941,nm0692159
tt0067217,nm0002137
tt0101371,nm0222043
tt0068732,nm0000265
tt0083906,nm0001676
tt0110722,nm0000519
tt0099242,nm0413875
tt0094169,nm0537551
tt0108320,nm0616152
tt0076271,nm0004616
tt0066344,nm0623768
tt0104695,nm0669004
tt0104321,nm0025978
tt0061809,nm0112218
tt0092717,nm0143172
tt0058962,nm0364805
tt0216578,nm0219156
tt0035575,nm0002031
tt0107692,nm0159109
tt0056291,nm0000591
tt0033532,nm0226189
tt0102460,nm0439040
tt0284478,nm0125930
tt0313443,nm0002083
tt0332379,nm0000500
tt0380275,nm0500896
tt0314039,nm0280396
tt0336910,nm1045888
tt0340377,nm0565336
tt0335563,nm0185063
tt0340468,nm0655683
tt0340468,nm0479884
tt0327056,nm0000142
tt0326900,nm0388971
tt0317676,nm0093051
tt0138524,nm0001054
tt0138524,nm0001053
tt0266697,nm0000233
tt0342300,nm1285607
tt0322289,nm0001031
tt0339071,nm0206556
tt0287364,nm0634500
tt0313542,nm0001219
tt0324216,nm1197971
tt0311648,nm0373282
tt0339579,nm0945724
tt0325055,nm0420422
tt0312549,nm0001708
tt0199626,nm0001005
tt0294357,nm0132709
tt0316465,nm0866132
tt0306047,nm0001878
tt0328880,nm0086431
tt0328880,nm1074107
tt0363589,nm0001814
tt0251110,nm0827171
tt0314676,nm0330360
tt0064505,nm0172772
tt0087464,nm0048491
tt0090015,nm0487351
tt0219374,nm0389591
tt0313670,nm0516360
tt0092532,nm0089502
tt0075765,nm0001239
tt0102432,nm0717768
tt0165832,nm0301826
tt0074802,nm0425593
tt0105480,nm0004111
tt0090151,nm0128883
tt0110044,nm0000559
tt0050197,nm0524995
tt0325655,nm0659380
tt0325655,nm0161152
tt0071276,nm0166018
tt0038661,nm0337586
tt0034409,nm0485647
tt0071519,nm0279807
tt0119935,nm0005614
tt0099250,nm0741262
tt0056211,nm0330026
tt0095916,nm0001355
tt0048956,nm0006249
tt0067204,nm0001228
tt0065531,nm0578483
tt0075902,nm0906667
tt0035318,nm0712639
tt0036348,nm0624756
tt0036349,nm0624756
tt0049777,nm0703689
tt0308383,nm0000914
tt0322023,nm1177692
tt0261652,nm1027203
tt0261652,nm0289653
tt0368745,nm0305017
tt0339607,nm0135066
tt0339607,nm0937800
tt0323944,nm0712753
tt0271809,nm0359386
tt0242653,nm0905154
tt0242653,nm0905152
tt0363510,nm1378741
tt0363510,nm1364168
tt0319343,nm0269463
tt0265803,nm0142636
tt0379713,nm0098273
tt0155722,nm0778280
tt0337961,nm0888418
tt0380473,nm0688096
tt0314331,nm0193485
tt0330247,nm0545876
tt0101862,nm0796124
tt0373175,nm0434896
tt0318155,nm0001102
tt0318155,nm0325196
tt0311113,nm0001837
tt0343121,nm1020749
tt0321442,nm1317689
tt0338188,nm0000165
tt0312528,nm0919514
tt0348836,nm0440913
tt0315733,nm0327944
tt0338135,nm0000780
tt0169624,nm0156873
tt0333764,nm0947140
tt0307987,nm0959062
tt0338094,nm0591450
tt0300556,nm0001149
tt0097839,nm0603587
tt0104237,nm0001501
tt0334029,nm1251618
tt0293088,nm1013671
tt0088987,nm0001565
tt0312848,nm1150439
tt0312848,nm0523815
tt0099365,nm0000600
tt0037635,nm0146709
tt0037635,nm0187769
tt0037635,nm0213136
tt0037635,nm0357607
tt0109575,nm0635759
tt0085426,nm0000108
tt0050307,nm0485943
tt0101829,nm0001885
tt0118125,nm0243109
tt0104265,nm0423333
tt0099615,nm0000921
tt0119167,nm0359734
tt0069341,nm0005711
tt0102526,nm0005522
tt0102943,nm0000500
tt0086567,nm0000824
tt0056255,nm0467396
tt0048452,nm0003433
tt0043686,nm0167496
tt0036969,nm0829038
tt0027075,nm0176699
tt0027075,nm0502752
tt0019254,nm0003433
tt0016641,nm0629243
tt0016641,nm0102643
tt0016641,nm0127511
tt0016641,nm0169905
tt0016641,nm0002271
tt0010323,nm0927468
tt0009968,nm0000428
tt0085615,nm0000776
tt0079240,nm0000341
tt0087365,nm0399853
tt0109951,nm0933505
tt0091167,nm0000095
tt0102004,nm0000824
tt0065832,nm0782381
tt0102034,nm0611683
tt0104427,nm0000362
tt0107148,nm0504297
tt0104452,nm0000568
tt0102070,nm0499724
tt0077745,nm0442241
tt0100151,nm0003464
tt0102181,nm0001752
tt0099938,nm0718645
tt0102216,nm0911486
tt0104627,nm0770918
tt0102266,nm0001716
tt0070849,nm0000934
tt0104756,nm0004306
tt0101316,nm0000269
tt0091495,nm0000264
tt0100201,nm0650561
tt0048424,nm0001452
tt0107711,nm0363553
tt0102598,nm0001060
tt0093692,nm0324875
tt0105104,nm0393661
tt0100404,nm0001587
tt0093793,nm0438279
tt0102721,nm0602104
tt0102729,nm0850958
tt0266308,nm0297935
tt0107156,nm0000487
tt0073650,nm0001596
tt0102443,nm0330360
tt0094072,nm0005348
tt0090022,nm0001410
tt0100449,nm0291442
tt0100449,nm0000195
tt0076590,nm0000343
tt0105211,nm0001149
tt0105211,nm0262693
tt0107927,nm0611683
tt0100485,nm0001716
tt0093936,nm0006889
tt0150662,nm0600546
tt0088194,nm0001353
tt0090142,nm0199722
tt0103030,nm0000264
tt0210358,nm0006554
tt0105585,nm0000776
tt0090180,nm0001243
tt0111477,nm0303032
tt0090563,nm0000894
tt0056663,nm0000419
tt0100935,nm0000186
tt0100944,nm0001676
tt0094332,nm0004306
tt0090350,nm0001047
tt0119807,nm0644203
tt0024025,nm0293260
tt0027630,nm0762263
tt0059903,nm0232795
tt0027948,nm0000406
tt0027948,nm0329574
tt0026942,nm0782682
tt0041594,nm0503777
tt0028333,nm0828419
tt0022286,nm0920074
tt0026714,nm0226189
tt0026714,nm0718121
tt0039566,nm0002031
tt0037120,nm0113284
tt0070239,nm0422484
tt0031210,nm0332539
tt0055798,nm0001239
tt0068182,nm0001348
tt0038348,nm0168413
tt0038348,nm0167496
tt0004972,nm0000428
tt0107358,nm0862514
tt0059229,nm0000019
tt0054632,nm0720297
tt0067372,nm0000591
tt0040724,nm0001328
tt0040724,nm0744504
tt0072417,nm0001023
tt0031971,nm0000406
tt0058586,nm0001175
tt0015163,nm0187981
tt0015163,nm0000036
tt0049096,nm0291035
tt0049096,nm0659085
tt0062765,nm0946811
tt0011841,nm0000428
tt0030287,nm0943758
tt0031455,nm0226189
tt0024034,nm0045800
tt0024166,nm0749484
tt0056575,nm0542720
tt0090110,nm0718554
tt0069097,nm0006889
tt0058571,nm0422484
tt0030637,nm0002190
tt0030637,nm0001366
tt0087892,nm0000180
tt0053146,nm0133424
tt0071129,nm0000019
tt0299977,nm0955443
tt0023027,nm0572851
tt0026071,nm0113284
tt0071524,nm0000697
tt0238627,nm0214825
tt0076327,nm0112218
tt0307385,nm0726123
tt0240149,nm0137228
tt0042949,nm0099589
tt0042949,nm0099592
tt0087544,nm0594503
tt0104027,nm0579580
tt0101745,nm0001994
tt0092925,nm0542539
tt0100087,nm0740568
tt0078723,nm0000229
tt0193854,nm0180912
tt0074972,nm0000269
tt0077578,nm0383359
tt0108656,nm0939202
tt0108656,nm0000329
tt0114086,nm0000774
tt0114086,nm0000694
tt0140384,nm0557945
tt0066319,nm0000180
tt0061328,nm0521334
tt0101529,nm0248420
tt0059043,nm0943758
tt0073582,nm0000783
tt0046911,nm0167241
tt0107387,nm0428751
tt0093207,nm0945293
tt0093207,nm0837408
tt0099316,nm0082300
tt0099316,nm2636212
tt0041090,nm0002030
tt0060908,nm0003606
tt0102511,nm0000343
tt0214730,nm0542951
tt0156096,nm0319680
tt0074749,nm0001023
tt0102818,nm0123236
tt0028358,nm0580017
tt0098153,nm0000750
tt0059084,nm0772259
tt0053320,nm0202681
tt0026778,nm0939992
tt0026778,nm0332539
tt0085935,nm0023929
tt0087280,nm0001885
tt0054389,nm0000076
tt0062695,nm0000076
tt0318374,nm0469694
tt0315850,nm0871086
tt0298845,nm0006487
tt0354696,nm1163149
tt0342804,nm1285615
tt0322589,nm0937306
tt0325710,nm0001880
tt0329094,nm0759848
tt0343172,nm0067999
tt0319061,nm0000318
tt0337592,nm0004752
tt0337741,nm0583600
tt0338466,nm0125803
tt0338466,nm0268380
tt0335119,nm0916424
tt0340376,nm0422484
tt0167260,nm0001392
tt0304415,nm0001565
tt0337909,nm0170719
tt0317910,nm0001554
tt0317640,nm1165576
tt0315983,nm1166926
tt0304857,nm0376487
tt0340855,nm0420941
tt0349205,nm0506613
tt0159365,nm0005237
tt0338337,nm0000247
tt0316396,nm0389591
tt0335013,nm0000265
tt0318850,nm0934578
tt0304229,nm0112262
tt0287963,nm0109885
tt0360139,nm0128225
tt0332712,nm0243109
tt0364930,nm0112374
tt0364930,nm0161443
tt0346094,nm0149196
tt0343135,nm0357453
tt0350194,nm0074723
tt0329691,nm0994538
tt0371280,nm0070159
tt0368913,nm1383995
tt0071577,nm0002338
tt0104181,nm0467225
tt0053133,nm0936404
tt0059712,nm0006452
tt0060636,nm0043480
tt0066449,nm0099592
tt0061089,nm0001628
tt0093828,nm0271022
tt0101625,nm0506405
tt0092646,nm0000265
tt0094819,nm0337765
tt0109376,nm0279863
tt0065911,nm0542720
tt0103827,nm0379179
tt0107750,nm0504802
tt0098987,nm0001317
tt0051429,nm0695937
tt0043503,nm0934827
tt0043503,nm0909825
tt0042727,nm0003593
tt0073796,nm0942081
tt0093737,nm0864812
tt0323633,nm0644022
tt0047956,nm0695937
tt0310924,nm0592436
tt0222812,nm0951206
tt0162958,nm0025823
tt0162958,nm0120987
tt0061758,nm0750701
tt0073906,nm0587518
tt0050706,nm0004244
tt0054469,nm0505610
tt0033553,nm0281808
tt0046487,nm0004244
tt0038762,nm0000406
tt0043915,nm0000581
tt0041498,nm0001328
tt0061581,nm0005570
tt0050599,nm0002045
tt0037382,nm0001328
tt0033717,nm0909825
tt0039302,nm0202681
tt0036244,nm0920074
tt0033149,nm0909825
tt0087718,nm0001175
tt0022268,nm0001008
tt0028346,nm0309163
tt0042369,nm0005789
tt0040185,nm0521334
tt0076578,nm1000159
tt0076578,nm0278447
tt0292610,nm0706182
tt0061122,nm0526946
tt0104009,nm0000835
tt0107594,nm0579466
tt0060980,nm0439597
tt0063800,nm0624809
tt0084058,nm0412465
tt0091513,nm0490861
tt0047528,nm0000019
tt0296042,nm0586281
tt0072730,nm0428618
tt0074777,nm0001415
tt0052080,nm0906667
tt0064639,nm0836328
tt0089420,nm0000915
tt0050585,nm0906667
tt0097028,nm0001206
tt0006864,nm0000428
tt0054673,nm0290118
tt0054393,nm0330026
tt0049922,nm0605093
tt0062803,nm0400731
tt0290879,nm0950841
tt0067589,nm0002137
tt0066193,nm0002137
tt0105810,nm0733692
tt0056580,nm0076618
tt0018033,nm0046082
tt0018033,nm0903049
tt0289879,nm0107774
tt0289879,nm0344259
tt0335559,nm0525659
tt0379557,nm0531817
tt0315824,nm0000786
tt0314498,nm0005367
tt0365957,nm0831321
tt0345551,nm0184947
tt0337579,nm0838198
tt0337917,nm0294505
tt0349825,nm0640334
tt0234940,nm0069711
tt0309987,nm0000934
tt0307109,nm1117507
tt0108560,nm0001130
tt0100065,nm0748928
tt0101998,nm0890687
tt0111218,nm0446837
tt0091310,nm0122560
tt0069332,nm0662899
tt0076543,nm0001627
tt0073282,nm0001627
tt0072351,nm0001627
tt0129136,nm0162407
tt0106185,nm0772259
tt0166158,nm0000671
tt0073901,nm0625680
tt0068284,nm0186091
tt0070656,nm0446059
tt0088213,nm0001129
tt0105636,nm0001353
tt0328538,nm0362566
tt0105411,nm0001325
tt0075161,nm0137573
tt0013140,nm0002233
tt0070694,nm0314856
tt0039825,nm0002545
tt0110867,nm0575389
tt0086955,nm0404754
tt0343660,nm0781842
tt0361925,nm0677953
tt0233230,nm0069711
tt0293146,nm0658997
tt0323872,nm0357584
tt0304391,nm0100175
tt0329388,nm0243191
tt0067927,nm0764781
tt0042619,nm0000975
tt0015400,nm0909825
tt0052738,nm0828419
tt0074121,nm0102547
tt0090738,nm0706182
tt0221344,nm0261840
tt0089153,nm0000682
tt0089421,nm0496746
tt0016654,nm0662032
tt0091828,nm0410139
tt0031385,nm0939992
tt0031385,nm0291548
tt0060420,nm0865709
tt0099575,nm0337765
tt0301777,nm0657062
tt0312329,nm0001165
tt0361467,nm0837406
tt0356150,nm0769840
tt0356150,nm0073688
tt0356150,nm0541635
tt0335345,nm0000154
tt0331953,nm0151540
tt0338096,nm0272704
tt0315297,nm0442241
tt0349079,nm0321159
tt0301357,nm0065615
tt0317648,nm0002653
tt0335438,nm0680846
tt0258816,nm0006476
tt0060827,nm0000005
tt0064793,nm0000005
tt0056671,nm0229424
tt0041967,nm0374702
tt0076686,nm0000005
tt0050397,nm0663577
tt0035753,nm0167241
tt0074554,nm0728688
tt0046187,nm0002087
tt0064118,nm0899581
tt0270197,nm0414312
tt0049674,nm0000059
tt0082964,nm0412465
tt0089393,nm0331989
tt0060232,nm0671957
tt0095454,nm0219720
tt0210389,nm1016428
tt0056704,nm0654109
tt0358349,nm0020728
tt0265208,nm0339004
tt0363988,nm0462895
tt0360009,nm0000519
tt0317842,nm0074844
tt0371683,nm0926305
tt0303348,nm0910058
tt0329767,nm0771054
tt0109447,nm0280901
tt0107473,nm0573796
tt0118172,nm0001402
tt0082810,nm0542720
tt0050839,nm0733476
tt0318049,nm0000275
tt0094288,nm0291035
tt0363547,nm0811583
tt0338013,nm0327273
tt0364045,nm0142286
tt0355683,nm0682109
tt0332658,nm1259871
tt0351461,nm0477597
tt0300051,nm0003620
tt0335245,nm0001053
tt0335245,nm0001054
tt0354766,nm0225416
tt0331632,nm0331532
tt0305583,nm1110794
tt0276919,nm0001885
tt0277941,nm0429963
tt0167190,nm0868219
tt0299172,nm0278181
tt0299172,nm0998551
tt0337697,nm0004838
tt0351977,nm0106230
tt0301976,nm1097297
tt0359517,nm1348558
tt0318974,nm0359387
tt0327679,nm0641373
tt0327247,nm0222043
tt0326977,nm0759368
tt0323939,nm1195760
tt0336264,nm0078465
tt0315110,nm0241622
tt0049833,nm0001124
tt0077402,nm0001681
tt0069824,nm0001874
tt0060782,nm0149548
tt0307351,nm0829925
tt0074923,nm0946811
tt0062708,nm0572132
tt0090036,nm0000797
tt0059797,nm0002175
tt0042327,nm0485943
tt0058930,nm0612322
tt0044410,nm0505610
tt0066130,nm0724798
tt0096921,nm0764545
tt0104783,nm0001806
tt0074540,nm0330026
tt0097371,nm0006860
tt0092569,nm0091515
tt0045094,nm0907779
tt0031322,nm0840042
tt0041098,nm0059106
tt0044762,nm0946391
tt0082516,nm0706296
tt0086058,nm0001603
tt0093582,nm0386443
tt0077304,nm0582750
tt0342508,nm0956205
tt0079219,nm0000976
tt0076301,nm0000914
tt0073766,nm0006889
tt0104550,nm0606483
tt0259182,nm0800048
tt0088680,nm0000217
tt0058725,nm0796645
tt0070061,nm0921631
tt0345074,nm0501185
tt0378194,nm0000233
tt0330793,nm0378144
tt0380615,nm1198362
tt0380615,nm1452675
tt0358590,nm1001040
tt0289635,nm0533284
tt0308488,nm0021899
tt0337563,nm0935095
tt0328107,nm0001716
tt0398872,nm0708371
tt0398872,nm0872045
tt0333847,nm1254226
tt0326856,nm0001469
tt0335121,nm1170765
tt0335121,nm0358327
tt0323033,nm0398185
tt0377092,nm0914132
tt0277895,nm0933505
tt0363282,nm0330140
tt0338526,nm0814085
tt0339419,nm0121800
tt0296915,nm0002159
tt0349169,nm0850044
tt0332452,nm0000583
tt0293007,nm0002199
tt0379217,nm0000464
tt0329111,nm0029242
tt0109529,nm0567680
tt0065488,nm0001243
tt0330802,nm0683165
tt0160184,nm0318947
tt0094089,nm0001129
tt0036515,nm0795864
tt0036515,nm0005803
tt0086510,nm0006854
tt0089092,nm0000583
tt0070034,nm0167195
tt0114651,nm0758574
tt0114651,nm0858680
tt0065780,nm0563099
tt0065780,nm0563100
tt0065780,nm0959020
tt0053134,nm0654868
tt0118845,nm0939182
tt0099762,nm0442241
tt0099121,nm0457627
tt0100557,nm0894201
tt0085370,nm0476123
tt0060736,nm0664273
tt0077914,nm0001681
tt0051077,nm0425913
tt0188055,nm0364578
tt0099409,nm0001047
tt0214388,nm0205157
tt0058083,nm0001486
tt0098061,nm0741262
tt0118996,nm0468007
tt0251052,nm0469103
tt0058279,nm0462030
tt0045609,nm0385227
tt0282410,nm0072435
tt0253016,nm0002916
tt0062512,nm0318150
tt0086034,nm0322515
tt0045564,nm0000485
tt0086006,nm0449984
tt0113725,nm0466153
tt0073822,nm0000005
tt0031647,nm0500552
tt0032943,nm0502752
tt0049474,nm0425913
tt0041386,nm0896542
tt0036230,nm0792605
tt0034890,nm0001379
tt0034890,nm0909825
tt0035567,nm0828419
tt0048673,nm0000180
tt0076734,nm0000682
tt0062229,nm0578483
tt0103251,nm0001502
tt0048445,nm0003593
tt0089015,nm0215123
tt0086984,nm0000361
tt0073636,nm0587706
tt0103939,nm0000277
tt0056241,nm0671957
tt0102467,nm0112374
tt0211718,nm0309697
tt0211718,nm0465298
tt0166707,nm0758574
tt0166707,nm0858680
tt0180303,nm0810946
tt0105327,nm0541677
tt0138467,nm0434864
tt0103016,nm0001175
tt0119434,nm0302791
tt0105217,nm0000361
tt0116650,nm0000801
tt0033436,nm0523893
tt0160574,nm0689501
tt0166169,nm0519354
tt0166169,nm0591924
tt0099857,nm0838986
tt0105017,nm0000953
tt0144688,nm0656889
tt0063285,nm0716262
tt0275773,nm0457565
tt0036696,nm0202088
tt0036696,nm0572851
tt0050861,nm0000059
tt0078966,nm0108745
tt0126627,nm0546006
tt0046268,nm0167241
tt0100050,nm0002132
tt0037536,nm0564970
tt0076941,nm0112072
tt0090927,nm0324875
tt0045012,nm0002030
tt0020640,nm0373511
tt0102011,nm0477129
tt0102011,nm0798749
tt0061391,nm0002045
tt0034587,nm0869664
tt0061439,nm0517597
tt0087635,nm0002137
tt0056943,nm0869664
tt0073012,nm0504513
tt0079227,nm0692872
tt0094033,nm0393678
tt0110725,nm0000219
tt0169639,nm0162013
tt0087951,nm0006889
tt0038854,nm0307819
tt0107529,nm0001102
tt0155713,nm0324380
tt0164221,nm0403541
tt0094713,nm0092459
tt0089114,nm0001102
tt0107617,nm0870841
tt0059592,nm0000419
tt0062480,nm0000419
tt0112654,nm0889513
tt0033105,nm0097648
tt0177215,nm0006996
tt0108630,nm0492309
tt0029850,nm0001178
tt0029850,nm0890565
tt0057197,nm0149548
tt0119828,nm0720297
tt0086022,nm0001789
tt0058458,nm0000076
tt0120522,nm0878756
tt0079082,nm0001206
tt0100347,nm0800533
tt0050613,nm0000041
tt0346336,nm0320285
tt0104377,nm0205542
tt0284880,nm0994330
tt0057831,nm0128050
tt0039066,nm0591486
tt0288439,nm0272704
tt0064708,nm0164044
tt0258967,nm0572951
tt0096321,nm0021899
tt0108171,nm0515891
tt0166287,nm0518363
tt0107009,nm0003080
tt0259072,nm0315842
tt0187859,nm0067861
tt0048729,nm0382529
tt0328802,nm15606490
tt0328802,nm0149631
tt0328802,nm0321159
tt0328802,nm0408076
tt0328802,nm0327944
tt0328802,nm0500988
tt0328802,nm0516360
tt0328802,nm0538533
tt0328802,nm0619762
tt0328802,nm0653458
tt0328802,nm0000576
tt0328802,nm0849786
tt0080461,nm0006837
tt0080461,nm0738736
tt0099850,nm0001214
tt0071970,nm0001587
tt0080120,nm0001353
tt0064645,nm0950109
tt0162625,nm0754328
tt0077532,nm0002166
tt0066549,nm0094083
tt0092117,nm0126154
tt0226225,nm0607819
tt0226225,nm0817620
tt0070948,nm0000958
tt0054279,nm0357607
tt0054279,nm0156320
tt0054279,nm0291201
tt0053976,nm0000005
tt0053935,nm0496746
tt0046085,nm0000406
tt0206681,nm0218678
tt0232611,nm0893536
tt0114846,nm0672546
tt0039808,nm0572851
tt0284978,nm0622112
tt0049652,nm0491852
tt0031047,nm0886754
tt0037365,nm0861703
tt0034172,nm0886754
tt0027260,nm0886754
tt0039853,nm0125636
tt0066580,nm0905579
tt0094596,nm0106924
tt0071663,nm0400731
tt0033852,nm0176699
tt0031398,nm0828419
tt0258760,nm0959255
tt0106936,nm0477035
tt0089789,nm0747808
tt0024083,nm0587277
tt0097424,nm0459170
tt0094048,nm0007182
tt0295743,nm0219136
tt0023694,nm0356931
tt0060841,nm0319241
tt0036027,nm0869664
tt0102035,nm0567680
tt0066518,nm0001928
tt0065580,nm0765856
tt0068364,nm0322787
tt0061791,nm0842582
tt0070518,nm0001603
tt0051849,nm0671957
tt0058700,nm0706575
tt0058700,nm0758508
tt0073756,nm0654725
tt0073623,nm0654725
tt0067140,nm0001466
tt0071249,nm0001603
tt0056412,nm0001603
tt0065446,nm0001603
tt0068786,nm0001603
tt0072913,nm0911093
tt0065738,nm0279807
tt0057128,nm0000339
tt0192023,nm0698251
tt0057078,nm0000878
tt0017668,nm0752193
tt0170544,nm0620294
tt0052847,nm0920862
tt0063808,nm0790395
tt0102116,nm0000576
tt0040979,nm0000041
tt0075936,nm0000691
tt0072869,nm0297523
tt0068341,nm0950109
tt0076637,nm0283500
tt0041699,nm0000041
tt0051808,nm0000041
tt0057565,nm0000041
tt0105121,nm0000127
tt0104954,nm0168214
tt0235327,nm0003786
tt0038777,nm0562845
tt0086637,nm0000095
tt0074147,nm0000005
tt0063611,nm0000005
tt0057611,nm0000005
tt0057358,nm0000005
tt0055499,nm0000005
tt0051365,nm0000005
tt0048641,nm0000005
tt0046345,nm0000005
tt0038669,nm0802563
tt0058404,nm0001379
tt0055998,nm0001379
tt0062185,nm0001379
tt0088322,nm0001379
tt0080140,nm0001379
tt0073918,nm0001628
tt0118705,nm0673229
tt0100260,nm0000850
tt0075651,nm0000878
tt0075651,nm0000877
tt0071275,nm0000878
tt0069048,nm0000878
tt0065481,nm0000339
tt0062395,nm0000339
tt0209077,nm0164187
tt0209077,nm0005767
tt0064689,nm0672060
tt0075784,nm0000277
tt0338564,nm0490487
tt0338564,nm0538320
tt0365376,nm0453518
tt0087003,nm0000095
tt0091083,nm0002340
tt0129634,nm0002340
tt0102800,nm0002340
tt0092906,nm0002340
tt0120199,nm0002340
tt0095756,nm0691061
tt0079813,nm0035106
tt0079813,nm0001102
tt0072856,nm0000860
tt0071338,nm0375494
tt0052655,nm0000339
tt0056368,nm0000339
tt0061189,nm0000339
tt0038343,nm0733476
tt0059792,nm0000878
tt0105191,nm0128883
tt0046807,nm0591486
tt0051911,nm0710924
tt0105159,nm0000814
tt0343168,nm0338316
tt0343168,nm0796903
tt0199683,nm0001429
tt0282593,nm1073965
tt0374546,nm1104118
tt0064806,nm0005062
tt0064806,nm0506187
tt0064806,nm0597520
tt0068638,nm0001603
tt0066730,nm0281507
tt0308379,nm0620378
tt0108327,nm0000953
tt0124207,nm0161056
tt0060522,nm0943758
tt0117658,nm0000783
tt0116015,nm0848992
tt0013372,nm0001124
tt0065051,nm0447944
tt0103872,nm0240797
tt0105103,nm0676361
tt0070379,nm0000217
tt0107247,nm0380980
tt0023042,nm0503777
tt0093137,nm0410139
tt0122143,nm0042764
tt0122143,nm0918017
tt0060490,nm0806915
tt0056541,nm0112218
tt0285728,nm0414817
tt0102631,nm0232858
tt0055910,nm0099984
tt0077360,nm0001587
tt0304126,nm0237527
tt0099612,nm0000339
tt0192657,nm0437625
tt0047849,nm0836328
tt0157913,nm0673512
tt0180748,nm0647718
tt0099399,nm0635760
tt0090888,nm0001353
tt0101252,nm0303032
tt0366532,nm0693648
tt0088925,nm0003497
tt0093913,nm0001241
tt0104697,nm0001880
tt0018455,nm0003638
tt0057495,nm0002087
tt0280674,nm0413875
tt0092593,nm0001501
